transaction UUID,Driver UUID,Driver first name,Driver surname,Trip UUID,Description,Organisation name,Org alias,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Other fees:Platform fee,Paid to you:Trip balance:Refunds:IGST Support services,Paid to you:Trip balance:Expenses:IGST Support services,Paid to you:Your earnings:Tip,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Reservation Fee,Paid to you:Your earnings:Fare:Outskirt Surcharge,Paid to you:Trip balance:Expenses:Driver subscription charge
TXN_3A922A80,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_A259502D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:33:02,-7.62,152.33,-159.95,152.33,0,134.23,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8A389371,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_A259502D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:33:04,-0.16,-0.16,0.0,0.0,0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FF7783B6,DRIVER_D564BA74,ANON,DRIVER,TRIP_3F76B884,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:36:06,16.34,165.04,-148.7,165.04,0,146.94,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8F2EF7A7,DRIVER_D564BA74,ANON,DRIVER,TRIP_3F76B884,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:36:08,-0.13,-0.13,0.0,0.0,0,0.0,0.0,-0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E7750DBA,DRIVER_DE9397E4,ANON,DRIVER,TRIP_6B767D6B,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:37:41,22.2,322.11,-299.91,322.11,0,297.35,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D4C4DC27,DRIVER_DE9397E4,ANON,DRIVER,TRIP_6B767D6B,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:37:43,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_255ADA19,DRIVER_08CE6127,ANON,DRIVER,TRIP_4039B2E3,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:42:59,-10.0,199.92,-209.92,199.92,0,165.64,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2CDF54BC,DRIVER_08CE6127,ANON,DRIVER,TRIP_4039B2E3,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:43:00,-0.21,-0.21,0.0,0.0,0,0.0,0.0,-0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1921D7E9,DRIVER_D1DC303B,ANON,DRIVER,TRIP_3CE14EF5,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:48:59,12.03,291.98,-279.95,291.98,0,248.18,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_43F11CF5,DRIVER_D1DC303B,ANON,DRIVER,TRIP_3CE14EF5,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:49:02,-0.29,-0.29,0.0,0.0,0,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A3AE7789,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_A87A1CFC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:51:40,-9.95,249.99,-259.94,249.99,0,245.23,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D5D24E13,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_A87A1CFC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:51:42,-0.26,-0.26,0.0,0.0,0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D44B22E2,DRIVER_8B47309D,ANON,DRIVER,TRIP_F6318CFF,trip completed order,Fleet_Operator_India,FOC,2025-04-18 14:52:22,52.09,194.53,-142.44,194.53,0,189.77,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2A4B0D76,DRIVER_8B47309D,ANON,DRIVER,TRIP_F6318CFF,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 14:52:24,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_238DF46F,DRIVER_43751F41,ANON,DRIVER,TRIP_4B8F177E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:14:17,-32.48,649.73,-682.21,649.73,0,556.39,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.2,0.0,0.0,0.0
TXN_AE170BA7,DRIVER_43751F41,ANON,DRIVER,TRIP_4B8F177E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:14:20,-0.69,-0.69,0.0,0.0,0,0.0,0.0,-0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_43517EB9,DRIVER_9A065E6D,ANON,DRIVER,TRIP_022EFC20,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:18:51,-10.54,210.66,-221.2,210.66,0,196.38,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2F3965FA,DRIVER_9A065E6D,ANON,DRIVER,TRIP_022EFC20,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:18:53,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2A115CFF,DRIVER_08CE6127,ANON,DRIVER,TRIP_08EEFB2F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:19:34,-13.8,216.13,-229.93,216.13,0,181.85,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B9A1143E,DRIVER_7AE70917,ANON,DRIVER,TRIP_048D6E78,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:19:36,-13.34,266.65,-279.99,266.65,0,252.37,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0036CD23,DRIVER_08CE6127,ANON,DRIVER,TRIP_08EEFB2F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:19:36,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_3BD9B299,DRIVER_7AE70917,ANON,DRIVER,TRIP_048D6E78,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:19:39,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FAB40E95,DRIVER_48410D8F,ANON,DRIVER,TRIP_453DC36C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:30:00,15.04,15.04,0.0,15.04,0,0.0,0.0,0.0,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CEB84D29,DRIVER_48410D8F,ANON,DRIVER,TRIP_453DC36C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:30:02,-0.02,-0.02,0.0,0.0,0,0.0,0.0,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_38BD7C37,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_93E6709E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:32:15,228.5,228.5,0.0,228.5,0,194.22,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C5CCD9D7,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_93E6709E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:32:17,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6E4C1F90,DRIVER_BCC62548,ANON,DRIVER,TRIP_DB5BB6F0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:32:37,-6.18,123.75,-129.93,123.75,0,115.17,8.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_BB5FDFC8,DRIVER_BCC62548,ANON,DRIVER,TRIP_DB5BB6F0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:32:39,-0.12,-0.12,0.0,0.0,0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FD9D1921,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_2B485264,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:41:17,-18.1,361.87,-379.97,361.87,0,318.07,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5B9D1F5C,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_2B485264,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:41:19,-0.38,-0.38,0.0,0.0,0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_470257DE,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_CE0271FB,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:42:29,-14.28,285.69,-299.97,285.69,0,271.41,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2337AB16,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_CE0271FB,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:42:31,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FBD2E318,DRIVER_98B3C2E3,ANON,DRIVER,TRIP_3D7A9D5D,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:47:50,60.2,60.2,0.0,60.2,0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_041B3813,DRIVER_98B3C2E3,ANON,DRIVER,TRIP_3D7A9D5D,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:47:51,-0.06,-0.06,0.0,0.0,0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_598B2524,DRIVER_DE9397E4,ANON,DRIVER,TRIP_62F40F1B,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:50:34,-9.8,240.12,-249.92,240.12,0,225.84,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_FC13258E,DRIVER_DE9397E4,ANON,DRIVER,TRIP_62F40F1B,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:50:36,-0.25,-0.25,0.0,0.0,0,0.0,0.0,-0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_04C538B4,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_2B894966,trip completed order,Fleet_Operator_India,FOC,2025-04-18 15:56:53,-7.14,142.83,-149.97,142.83,0,117.11,25.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8ECAE817,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_2B894966,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 15:56:54,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E4571DE2,DRIVER_8B47309D,ANON,DRIVER,TRIP_A6171338,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:03:22,-10.48,209.43,-219.91,209.43,0,175.15,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_50532A50,DRIVER_8B47309D,ANON,DRIVER,TRIP_A6171338,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:03:24,-0.22,-0.22,0.0,0.0,0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_ED77C87C,DRIVER_9A065E6D,ANON,DRIVER,TRIP_9CDDB57B,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:04:13,-11.44,185.81,-197.25,185.81,0,166.61,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.92,0.0,0.0,0.0,0.0
TXN_D449E047,DRIVER_9A065E6D,ANON,DRIVER,TRIP_9CDDB57B,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:04:15,-0.2,-0.2,0.0,0.0,0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B63E8C82,DRIVER_BCC62548,ANON,DRIVER,TRIP_A4D67F38,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:08:49,18.49,168.46,-149.97,168.46,0,157.04,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_57D89B65,DRIVER_BCC62548,ANON,DRIVER,TRIP_A4D67F38,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:08:51,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1A45307A,DRIVER_D7442891,ANON,DRIVER,TRIP_186AA8BD,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:09:08,9.94,479.93,-469.99,449.93,0,390.89,59.04,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C3E4CDC1,DRIVER_D7442891,ANON,DRIVER,TRIP_186AA8BD,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:09:10,-0.44,-0.44,0.0,0.0,0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_217BA59F,DRIVER_43751F41,ANON,DRIVER,TRIP_488BC787,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:11:33,-12.38,247.56,-259.94,247.56,0,233.28,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_51E3DE9B,DRIVER_43751F41,ANON,DRIVER,TRIP_488BC787,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:11:35,-0.26,-0.26,0.0,0.0,0,0.0,0.0,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_31205E22,DRIVER_D564BA74,ANON,DRIVER,TRIP_13FD9242,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:18:14,-13.34,266.64,-279.98,266.64,0,252.36,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E89DAEB4,DRIVER_D564BA74,ANON,DRIVER,TRIP_13FD9242,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:18:16,-0.28,-0.28,0.0,0.0,0,0.0,0.0,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_790109C4,DRIVER_02653772,ANON,DRIVER,TRIP_6E54EEC0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:20:44,-13.48,681.46,-749.95,681.46,0,622.42,59.04,0.0,0.0,0.0,0.0,0.0,0.0,55.01,0.0,0.0,0.0,0.0,0.0,0.0
TXN_965EC9A3,DRIVER_02653772,ANON,DRIVER,TRIP_6E54EEC0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:20:46,-0.76,-0.76,0.0,0.0,0,0.0,0.0,-0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_98CFA63C,DRIVER_D4BC4431,ANON,DRIVER,TRIP_A89F41C8,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:35:54,-9.27,150.65,-159.92,150.65,0,139.23,11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8F62658E,DRIVER_D4BC4431,ANON,DRIVER,TRIP_A89F41C8,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:35:55,-0.16,-0.16,0.0,0.0,0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6D74EB86,DRIVER_52C64856,ANON,DRIVER,TRIP_040E0E36,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:38:50,11.44,321.37,-309.93,321.37,0,307.09,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A55EEC2A,DRIVER_52C64856,ANON,DRIVER,TRIP_040E0E36,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:38:52,-0.32,-0.32,0.0,0.0,0,0.0,0.0,-0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2F1DF640,DRIVER_D564BA74,ANON,DRIVER,TRIP_E956B8C6,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:42:43,-6.66,124.74,-131.4,124.74,0,105.67,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0
TXN_00E3D76E,DRIVER_D564BA74,ANON,DRIVER,TRIP_E956B8C6,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:42:45,-0.12,-0.12,0.0,0.0,0,0.0,0.0,-0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_85F5A1D4,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_DCBC2D3C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:43:19,-16.18,323.74,-339.92,323.74,0,309.46,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_53C66A0C,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_DCBC2D3C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:43:21,-0.35,-0.35,0.0,0.0,0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_879D03F0,DRIVER_7AE70917,ANON,DRIVER,TRIP_D2C0F8F6,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:49:52,13.6,403.59,-389.99,403.59,0,389.31,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7328CB21,DRIVER_7AE70917,ANON,DRIVER,TRIP_D2C0F8F6,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:49:54,-0.4,-0.4,0.0,0.0,0,0.0,0.0,-0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C728A160,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_62DCE377,trip completed order,Fleet_Operator_India,FOC,2025-04-18 16:55:23,-11.42,228.5,-239.92,228.5,0,214.22,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_BAF20321,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_62DCE377,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 16:55:25,-0.24,-0.24,0.0,0.0,0,0.0,0.0,-0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_59BEEC9E,DRIVER_BCC62548,ANON,DRIVER,TRIP_F9779C4F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:00:21,-10.48,209.47,-219.95,209.47,0,175.19,34.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_EECF4823,DRIVER_BCC62548,ANON,DRIVER,TRIP_F9779C4F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:00:23,-0.22,-0.22,0.0,0.0,0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E67454C3,DRIVER_48410D8F,ANON,DRIVER,TRIP_AA586D82,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:04:02,-13.88,399.73,-468.62,399.73,0,340.69,59.04,0.0,0.0,0.0,0.0,0.0,0.0,55.01,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2795099B,DRIVER_48410D8F,ANON,DRIVER,TRIP_AA586D82,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:04:04,-0.47,-0.47,0.0,0.0,0,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E881D2C0,DRIVER_84716652,ANON,DRIVER,TRIP_E18604E1,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:06:44,-10.07,309.92,-319.99,309.92,0,295.64,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_96F4978B,DRIVER_84716652,ANON,DRIVER,TRIP_E18604E1,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:06:45,-0.33,-0.33,0.0,0.0,0,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D4DC3D5B,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_1EABAA33,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:06:46,-13.9,276.56,-290.46,276.56,0,276.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0
TXN_9D9AEEB2,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_1EABAA33,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:06:48,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B411974E,DRIVER_98B3C2E3,ANON,DRIVER,TRIP_74145FB6,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:11:50,34.85,380.77,-365.92,380.77,0,321.73,59.04,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_9C31AFA9,DRIVER_98B3C2E3,ANON,DRIVER,TRIP_74145FB6,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:11:52,-0.37,-0.37,0.0,0.0,0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0B4C1477,DRIVER_75951D5D,ANON,DRIVER,TRIP_7BF1A6A8,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:17:13,-19.8,348.23,-368.03,348.23,0,298.97,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46,0.0,0.0,0.0,0.0
TXN_291350CF,DRIVER_75951D5D,ANON,DRIVER,TRIP_7BF1A6A8,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:17:15,-0.37,-0.37,0.0,0.0,0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_3123766F,DRIVER_08CE6127,ANON,DRIVER,TRIP_927F3102,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:22:23,67.93,437.84,-369.91,437.84,0,394.04,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C81A3400,DRIVER_08CE6127,ANON,DRIVER,TRIP_927F3102,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:22:25,-0.37,-0.37,0.0,0.0,0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_24B86D10,DRIVER_DE9397E4,ANON,DRIVER,TRIP_9FC70C7C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:30:17,-18.58,371.4,-389.98,371.4,0,327.6,43.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_693E6D1B,DRIVER_DE9397E4,ANON,DRIVER,TRIP_9FC70C7C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:30:19,-0.39,-0.39,0.0,0.0,0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A5885C40,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_10E119FE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:41:38,25.54,25.54,0.0,25.54,0,0.0,0.0,0.0,25.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_44FD9FC7,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_10E119FE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:41:39,-0.03,-0.03,0.0,0.0,0,0.0,0.0,-0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_272769F8,DRIVER_FCFB4131,ANON,DRIVER,TRIP_24BFCB52,trip completed order,Fleet_Operator_India,FOC,2025-04-18 17:45:53,-19.89,460.08,-479.97,460.08,0,401.04,59.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_86D7F2BA,DRIVER_FCFB4131,ANON,DRIVER,TRIP_24BFCB52,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 17:45:56,-0.49,-0.49,0.0,0.0,0,0.0,0.0,-0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
