transaction UUID,Driver UUID,Driver first name,Driver surname,Trip UUID,Description,Organisation name,Org alias,vs reporting,Paid to you,Paid to you : Your earnings,Paid to you : Trip balance : Payouts : Cash collected,Paid to you : Your earnings : Fare,Paid to you : Your earnings : Taxes,Paid to you:Your earnings:Fare:Fare,Paid to you:Your earnings:Fare:Booking fee,Paid to you:Your earnings:Taxes:Income tax withholding,Paid to you:Your earnings:Fare:Cancellation,Paid to you:Your earnings:Other fees:Platform fee,Paid to you:Trip balance:Refunds:IGST Support services,Paid to you:Trip balance:Expenses:IGST Support services,Paid to you:Your earnings:Tip,Paid to you:Trip balance:Refunds:Toll,Paid to you:Your earnings:Fare:Surge,Paid to you:Your earnings:Fare:Wait Time at Pick-up,Paid to you:Your earnings:Fare:UberX Priority,Paid to you:Your earnings:Fare:Reservation Fee,Paid to you:Your earnings:Fare:Outskirt Surcharge,Paid to you:Trip balance:Expenses:Driver subscription charge
TXN_A4989ABF,DRIVER_320D7A01,ANON,DRIVER,TRIP_BF25C306,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:51:41,-0.16,-0.16,0.0,0.0,0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_37B32A80,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_007ED5AC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:54:55,-28.97,133.32,-162.29,133.32,0,102.84,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_38C6575F,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_007ED5AC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:54:56,-0.14,-0.14,0.0,0.0,0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5F2CDF35,DRIVER_194654C1,ANON,DRIVER,TRIP_A3DD60A7,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:56:47,-24.78,495.74,-520.52,495.74,0,404.48,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.12,0.0,0.0,0.0,0.0,0.0
TXN_E0641F56,DRIVER_194654C1,ANON,DRIVER,TRIP_A3DD60A7,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:56:49,-0.47,-0.47,0.0,0.0,0,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_3C079FC7,DRIVER_BCC62548,ANON,DRIVER,TRIP_26640278,trip completed order,Fleet_Operator_India,FOC,2025-04-18 10:58:33,-6.12,122.23,-128.35,122.23,0,89.85,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2F7FEA27,DRIVER_BCC62548,ANON,DRIVER,TRIP_26640278,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 10:58:36,-0.11,-0.11,0.0,0.0,0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_CFDB3A37,DRIVER_9ED6169B,ANON,DRIVER,TRIP_D5B39CE9,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:02:45,397.93,397.93,0.0,397.93,0,345.99,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.61,0.0,0.0,0.0
TXN_2D58780D,DRIVER_9ED6169B,ANON,DRIVER,TRIP_D5B39CE9,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:02:47,-0.39,-0.39,0.0,0.0,0,0.0,0.0,-0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_37A7DECB,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_0B07A441,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:02:53,-36.04,720.96,-757.0,720.96,0,498.05,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.42,0.0,122.15,0.0,0.0,0.0
TXN_109F895F,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_0B07A441,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:02:55,-0.68,-0.68,0.0,0.0,0,0.0,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_50CE89B0,DRIVER_B58786FE,ANON,DRIVER,TRIP_466D3975,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:04:45,-5.7,114.21,-119.91,114.21,0,83.73,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_76BB1E98,DRIVER_B58786FE,ANON,DRIVER,TRIP_466D3975,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:04:47,-0.11,-0.11,0.0,0.0,0,0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_822016A4,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_EBFECF3E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:05:11,647.33,647.33,0.0,647.33,0,561.38,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.37,0.0,0.0,0.0
TXN_DD61F520,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_EBFECF3E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:05:14,-0.57,-0.57,0.0,0.0,0,0.0,0.0,-0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_4984A120,DRIVER_320D7A01,ANON,DRIVER,TRIP_8DCE4E7C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:05:26,-7.62,152.3,-159.92,152.3,0,119.92,32.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2946695D,DRIVER_320D7A01,ANON,DRIVER,TRIP_8DCE4E7C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:05:28,-0.16,-0.16,0.0,0.0,0,0.0,0.0,-0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_31EDA53D,DRIVER_6D3A78A4,ANON,DRIVER,TRIP_EBFECF3E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:09:35,50.0,50.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_767CBA52,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_9DBCE938,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:11:47,-31.0,564.03,-651.03,564.03,0,535.45,28.58,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_869EDCD5,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_9DBCE938,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:11:49,-0.66,-0.66,0.0,0.0,0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_80ABA539,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_11C692DD,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:12:32,44.3,388.65,-344.35,388.65,0,375.31,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A0B33B6F,DRIVER_E3D60CB0,ANON,DRIVER,TRIP_11C692DD,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:12:34,-0.27,-0.27,0.0,0.0,0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_87AF6DE9,DRIVER_75951D5D,ANON,DRIVER,TRIP_F8E67645,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:13:38,-10.0,199.94,-209.94,199.94,0,171.36,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_547A5881,DRIVER_75951D5D,ANON,DRIVER,TRIP_F8E67645,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:13:40,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A0FD04E3,DRIVER_7AE70917,ANON,DRIVER,TRIP_31D261F0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:14:51,-22.91,423.0,-445.91,423.0,0,286.58,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,95.24,0.0,0.0
TXN_E4C239F9,DRIVER_7AE70917,ANON,DRIVER,TRIP_31D261F0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:14:53,-0.42,-0.42,0.0,0.0,0,0.0,0.0,-0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_3696C042,DRIVER_48410D8F,ANON,DRIVER,TRIP_4E266D67,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:17:39,-28.17,553.43,-581.6,553.43,0,476.61,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.31,1.13,0.0,0.0,0.0,0.0
TXN_4F4AA002,DRIVER_48410D8F,ANON,DRIVER,TRIP_4E266D67,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:17:42,-0.47,-0.47,0.0,0.0,0,0.0,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_15E30753,DRIVER_8B47309D,ANON,DRIVER,TRIP_626DF5A8,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:19:06,-10.48,239.49,-249.97,209.49,0,180.91,28.58,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_42DD0849,DRIVER_8B47309D,ANON,DRIVER,TRIP_626DF5A8,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:19:08,-0.22,-0.22,0.0,0.0,0,0.0,0.0,-0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_3F3B9AA1,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_BDA6A7ED,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:19:56,-6.4,128.21,-134.61,128.21,0,99.63,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_585878C9,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_BDA6A7ED,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:19:58,-0.14,-0.14,0.0,0.0,0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_48A33521,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_E059DDCA,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:29:46,-15.72,314.24,-329.96,314.24,0,277.1,37.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_882E7CF5,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_E059DDCA,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:29:48,-0.33,-0.33,0.0,0.0,0,0.0,0.0,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_2BD23543,DRIVER_9ED6169B,ANON,DRIVER,TRIP_B0411A49,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:31:23,-8.96,179.09,-188.05,179.09,0,135.73,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.6,0.0,0.0,0.0
TXN_391C6EE7,DRIVER_9ED6169B,ANON,DRIVER,TRIP_B0411A49,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:31:25,-0.17,-0.17,0.0,0.0,0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_09057D46,DRIVER_D1DC303B,ANON,DRIVER,TRIP_B4496A10,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:40:09,761.86,761.86,0.0,761.86,0,749.48,12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_9C02AFFB,DRIVER_D1DC303B,ANON,DRIVER,TRIP_B4496A10,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:40:11,-0.81,-0.81,0.0,0.0,0,0.0,0.0,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C6A3A18D,DRIVER_75951D5D,ANON,DRIVER,TRIP_558A4C14,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:41:18,-7.89,152.92,-160.81,152.92,0,121.85,30.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0,0.0,0.0
TXN_B213441A,DRIVER_75951D5D,ANON,DRIVER,TRIP_558A4C14,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:41:21,-0.14,-0.14,0.0,0.0,0,0.0,0.0,-0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7C6047FB,DRIVER_52C64856,ANON,DRIVER,TRIP_7B564849,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:43:20,-21.42,428.48,-449.9,428.48,0,382.76,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1BAC0180,DRIVER_52C64856,ANON,DRIVER,TRIP_7B564849,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:43:23,-0.43,-0.43,0.0,0.0,0,0.0,0.0,-0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6CF15DD3,DRIVER_B58786FE,ANON,DRIVER,TRIP_441E6813,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:45:03,-11.42,168.51,-179.93,168.51,0,163.75,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_1E9579E0,DRIVER_B58786FE,ANON,DRIVER,TRIP_441E6813,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:45:05,-0.18,-0.18,0.0,0.0,0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B3D69525,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_E6CD6DFC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:48:03,-10.94,218.99,-229.93,218.99,0,214.23,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_61074896,DRIVER_0F2B42FC,ANON,DRIVER,TRIP_E6CD6DFC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:48:05,-0.23,-0.23,0.0,0.0,0,0.0,0.0,-0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_651C2130,DRIVER_DE9397E4,ANON,DRIVER,TRIP_412654AE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:49:13,-18.84,376.74,-395.58,376.74,0,335.78,40.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_AC5591EF,DRIVER_DE9397E4,ANON,DRIVER,TRIP_412654AE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:49:15,-0.38,-0.38,0.0,0.0,0,0.0,0.0,-0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_0D7A6EDF,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_1C5C5F08,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:50:02,-7.14,142.79,-149.93,142.79,0,138.03,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_839D3EAA,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_1C5C5F08,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:50:04,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_5F30E8EF,DRIVER_D7442891,ANON,DRIVER,TRIP_F811E1D0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:50:40,-22.86,457.11,-479.97,457.11,0,443.77,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_09981190,DRIVER_D7442891,ANON,DRIVER,TRIP_F811E1D0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:50:42,-0.37,-0.37,0.0,0.0,0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_894E3AA5,DRIVER_FCFB4131,ANON,DRIVER,TRIP_05C5EF7E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:55:20,-34.28,630.7,-719.99,630.7,0,618.32,12.38,0.0,0.0,0.0,0.0,0.0,0.0,55.01,0.0,0.0,0.0,0.0,0.0,0.0
TXN_78804075,DRIVER_FCFB4131,ANON,DRIVER,TRIP_05C5EF7E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:55:21,-0.73,-0.73,0.0,0.0,0,0.0,0.0,-0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_E19D37FB,DRIVER_84716652,ANON,DRIVER,TRIP_21E0168C,trip completed order,Fleet_Operator_India,FOC,2025-04-18 11:56:53,-15.0,299.9,-314.9,299.9,0,286.56,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_99531288,DRIVER_84716652,ANON,DRIVER,TRIP_21E0168C,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 11:56:55,-0.29,-0.29,0.0,0.0,0,0.0,0.0,-0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_90594C25,DRIVER_9253E333,ANON,DRIVER,TRIP_80F7A10E,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:03:42,-14.57,286.26,-300.83,286.26,0,260.92,24.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,0.0,0.0,0.0,0.0
TXN_F1CA28FC,DRIVER_9253E333,ANON,DRIVER,TRIP_80F7A10E,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:03:45,-0.3,-0.3,0.0,0.0,0,0.0,0.0,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C45A0848,DRIVER_9ED6169B,ANON,DRIVER,TRIP_20259277,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:06:38,-7.14,142.8,-149.94,142.8,0,138.04,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_F01AB9B7,DRIVER_9ED6169B,ANON,DRIVER,TRIP_20259277,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:06:40,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_C0F13B9F,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_UNKNOWN,0% Drive Pass Payment - active from 11:48 AM - VIJAYA T,Fleet_Operator_India,FOC,2025-04-18 12:11:52,-128.62,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,19.62,-19.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-128.62
TXN_D845C965,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_ED9A6EB0,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:11:59,60.2,60.2,0.0,60.2,0,0.0,0.0,0.0,60.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6870C8F7,DRIVER_8AE7BC26,ANON,DRIVER,TRIP_ED9A6EB0,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:12:01,-0.06,-0.06,0.0,0.0,0,0.0,0.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_03FA3BBF,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_4B21556F,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:12:03,-7.14,142.8,-149.94,142.8,0,124.7,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_10B489BC,DRIVER_3DB01AD6,ANON,DRIVER,TRIP_4B21556F,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:12:05,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7A96D7C0,DRIVER_9A065E6D,ANON,DRIVER,TRIP_F5A4A936,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:18:51,8.53,188.49,-179.96,188.49,0,170.39,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_B1FE3CAB,DRIVER_9A065E6D,ANON,DRIVER,TRIP_F5A4A936,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:18:53,-0.18,-0.18,0.0,0.0,0,0.0,0.0,-0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_17222C94,DRIVER_D4BC4431,ANON,DRIVER,TRIP_A7F47EAC,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:21:56,-27.62,552.32,-579.94,552.32,0,523.74,28.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A97CAFEF,DRIVER_D4BC4431,ANON,DRIVER,TRIP_A7F47EAC,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:21:58,-0.5,-0.5,0.0,0.0,0,0.0,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_04B4B902,DRIVER_B58786FE,ANON,DRIVER,TRIP_D1A9BDAE,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:22:03,-9.52,190.43,-199.95,190.43,0,166.63,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_22F3E44A,DRIVER_B58786FE,ANON,DRIVER,TRIP_D1A9BDAE,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:22:06,-0.2,-0.2,0.0,0.0,0,0.0,0.0,-0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_666727C3,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_66FFF3D9,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:22:21,90.75,278.23,-187.48,278.23,0,273.47,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_A4B3AF8C,DRIVER_AEBD9AA5,ANON,DRIVER,TRIP_66FFF3D9,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:22:22,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_6F097308,DRIVER_08CE6127,ANON,DRIVER,TRIP_1DC494FB,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:24:26,-27.36,547.26,-574.62,547.26,0,469.25,45.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.29,0.0,0.0,0.0,0.0,0.0
TXN_6F31DED2,DRIVER_08CE6127,ANON,DRIVER,TRIP_1DC494FB,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:24:28,-0.52,-0.52,0.0,0.0,0,0.0,0.0,-0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_D6813367,DRIVER_D564BA74,ANON,DRIVER,TRIP_14181335,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:26:26,-16.18,323.76,-339.94,323.76,0,319.0,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_676536B6,DRIVER_D564BA74,ANON,DRIVER,TRIP_14181335,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:26:28,-0.35,-0.35,0.0,0.0,0,0.0,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_411E2CCB,DRIVER_D7442891,ANON,DRIVER,TRIP_EC6B47DA,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:27:43,-7.14,142.78,-149.92,142.78,0,129.2,4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0
TXN_D0F37D18,DRIVER_D7442891,ANON,DRIVER,TRIP_EC6B47DA,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:27:45,-0.15,-0.15,0.0,0.0,0,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_7B6A94F0,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_9A0552DB,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:31:09,4.24,211.64,-207.4,211.64,0,187.84,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_574608A5,DRIVER_FB1C89D0,ANON,DRIVER,TRIP_9A0552DB,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:31:11,-0.19,-0.19,0.0,0.0,0,0.0,0.0,-0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_8942B203,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_B6680DF2,trip completed order,Fleet_Operator_India,FOC,2025-04-18 12:32:11,-23.5,410.2,-433.7,410.2,0,396.86,13.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXN_AF7CEBA7,DRIVER_A3FFD11D,ANON,DRIVER,TRIP_B6680DF2,trip fare adjust order,Fleet_Operator_India,FOC,2025-04-18 12:32:13,-0.44,-0.44,0.0,0.0,0,0.0,0.0,-0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
